iteration,uncertainty
5,5.041876452274489
6,4.862634245504751
7,4.682106851773949
8,4.476124209346743
9,4.322644202976484
10,4.114321194316264
11,3.9393836263268267
12,3.8532945357988675
13,3.738557369775218
14,3.687304878268967
15,3.6257477328438372
16,3.5678137541602415
17,3.5128468108306703
18,3.4230977036726378
19,3.376619896875844
20,3.3555012930261254
21,3.30236358769081
26,5.438840185525049
27,5.636393269377016
28,5.801208682989326
29,5.925714213195861
30,5.979389672648543
31,6.09452176303999
32,6.147671834790141
33,6.111713414972901
34,6.066085182001212
35,5.984244982180457
36,5.927225064629106
37,6.034309550112593
38,5.97801104690793
39,5.902620680952394
40,5.999131146881871
41,5.971219020636415
46,6.379110103760143
47,6.427145834132165
48,6.468932519160473
49,6.496714978231448
50,6.524814162787167
51,6.528600512273788
52,6.484166118385406
53,6.504537245765324
54,6.507657013882361
55,6.513428264108194
56,6.516733419146204
57,6.489610075715895
58,6.493660334895385
59,6.450170195681324
60,6.408697092981267
61,6.40929053019549
66,6.7488179651702085
67,6.741385026952985
68,6.738906632368987
69,6.724909654225278
70,6.716407087425198
71,6.7064487020595145
72,6.6902147125798725
73,6.67583002321356
74,6.670724964458306
75,6.660981519013761
76,6.6528848068773865
77,6.613941825369912
78,6.600039322856773
79,6.5907014751656305
80,6.574862348663197
81,6.624944300873307
82,6.618992296045393
83,6.610693982640293
88,7.014728695603996
89,7.005454469873711
90,6.998091791885175
91,6.984938463880877
92,6.974868857852509
93,6.9659460934500155
94,7.010225299415782
95,6.989031333717334
96,6.967687873467054
97,6.963179598298178
98,6.958408110123742
99,6.952818333262223
100,6.946443176901326
101,6.9393403312544075
102,6.929768913264322
103,6.922119215837729
104,6.896852460723396
105,6.888740548355264
