iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target
1,45.09314903637454,234.92502396891751,13.918018408642636,1.02620006329264,2.06
2,11.236305088833403,6.400317351684525,1.4852273421208446,1.1295334299289366,0.56
3,67.29788321348025,179.92300346321014,7.772718143651917,1.4897479955446773,2.33
4,25.596700518767317,325.46909324064364,11.459531180519681,1.3553323988166635,0.33
5,87.50892297046244,106.35822867691489,16.312587240359075,1.2176217802611922,1.32
6,67.29788321348025,103.95766479441943,15.611745056461924,1.0883845596316124,1.52
7,68.15955642525033,126.33027779786782,13.380546491785893,1.3650011220843101,1.87
8,81.67510698063847,179.92300346321014,7.772718143651917,1.3581250402611231,2.3
9,67.29788321348025,179.92300346321014,11.376750270225754,1.1437276728639763,2.66
10,81.15096193639928,141.32775125207903,11.376750270225754,1.37081146470194,2.01
11,62.0129773227591,177.50491498898538,11.376750270225754,1.2231174108482301,2.61
12,74.45122276880218,237.06049861892674,11.508057941710847,1.0101891778438614,1.81
13,67.29788321348025,179.92300346321014,13.68629015903583,1.4281319615976398,2.64
14,67.29788321348025,177.63914260049447,10.946061522150204,1.1437276728639763,2.64
15,60.14477861249433,179.06552294079864,11.376750270225754,1.1437276728639763,2.65
16,67.29788321348025,178.9351019765575,11.4124858220177,1.1437276728639763,2.67
17,67.2699993468105,179.11488939147478,13.01650612555932,1.1701659631745247,2.75
18,67.2699993468105,179.11488939147478,13.01650612555932,1.2165204711830055,2.72
19,67.2699993468105,179.19192115922198,13.01650612555932,1.2155174601199517,2.72
20,67.2699993468105,179.00974102055545,13.01025373865617,1.1643571065467793,2.75
21,67.27150322188109,179.16328726913653,12.98855836796079,1.1498232618853783,2.76
22,67.27024353349968,179.0866296390751,12.98855836796079,1.1498232618853783,2.76
23,67.28245676812011,179.16328726913653,12.871481313084178,1.1498232618853783,2.75
24,67.2707292339694,179.00636059880625,13.014024758641622,1.1498232618853783,2.76
25,67.27128268679202,179.1079516841018,12.92837644116213,1.1498232618853783,2.76
26,67.2713359160506,179.15664727195002,12.933976542998879,1.149978592249905,2.76
27,67.27064781576821,179.16328726913653,13.014100877169676,1.1498232618853783,2.76
28,67.2713026771801,179.15090208098454,12.928845705652492,1.1505377633913865,2.76
29,67.27150322188109,178.97678719184213,12.995946813285029,1.150693344448364,2.76
30,67.27150322188109,179.13374336952583,12.927627600745042,1.1504158591971076,2.76
31,67.27029309359028,179.11662405004589,12.931472232094572,1.150136253678747,2.76
32,67.2707014580413,179.12006984584224,12.980744096243464,1.1500311479160528,2.76
33,67.27069299091579,179.16328726913653,12.98855836796079,1.1499588653615203,2.76
34,67.27140734479042,179.16328726913653,12.940903887950101,1.1498941350396175,2.76
35,67.27150322188109,179.08496198725288,12.940797711091477,1.1498232618853783,2.76
36,67.27091806957357,179.07896212240834,12.98855836796079,1.1498232618853783,2.76
37,67.27071257244872,179.08606831681521,13.022508437518363,1.149911692142653,2.76
38,67.27150322188109,178.97572453851808,12.941865202270284,1.1499247226928382,2.76
39,67.27077902424716,179.16328726913653,12.93950214499994,1.1499454359047812,2.76
40,67.27107926006784,179.0413312298823,12.965574910274116,1.149875853536264,2.76
41,67.2703386581804,179.09660352428514,12.988418369990026,1.1498232618853783,2.76
42,67.27070027944342,179.16343232455367,13.005791815014055,1.1498349883839785,2.76
43,67.27099773379847,179.01637481568594,13.01057478351758,1.149875795728466,2.76
44,67.27150322188109,179.04282348728384,12.988987008364655,1.149849382199812,2.76
45,67.27061046636175,178.99660336432396,12.933463659669096,1.1498232618853783,2.76
46,67.27027782390374,215.34798915341545,12.929467143685878,1.149835695734012,2.34
47,67.27071040291884,221.47155879231036,12.930754092476722,1.1499775930311564,2.22
48,67.27147850441838,179.16328726913653,12.98855836796079,1.1498249120177537,2.76
49,67.2707474542953,179.2367034152679,12.98670376721689,1.1498232618853783,2.76
50,67.27151991503074,179.18451522354096,12.994107703408883,1.1498232618853783,2.76
51,67.27126808933288,179.21437332552952,12.994373506194792,1.1498967708834409,2.76
52,67.27143669838665,179.2046316074172,12.9299442072818,1.1498430872048502,2.76
53,67.27067921971714,179.16038595451354,12.991183552190446,1.1498270892285087,2.76
54,67.27021780030083,179.16328726913653,12.989316155522998,1.1499239220625657,2.76
55,67.27124267204786,179.04696182771136,12.98855836796079,1.1499851837356843,2.76
56,67.27150322188109,178.98740420987343,12.98855836796079,1.1498301278679879,2.76
57,67.27150322188109,179.02519442864764,12.982683031106902,1.1499723411655733,2.76
58,67.27079218272752,179.03170171335,12.988929481672649,1.1499480246676141,2.76
59,67.27088439430439,179.10650378453778,12.990350362506273,1.1499250027075494,2.76
60,67.27087238737016,179.15065265767703,13.011904882930375,1.1499170026107797,2.76
61,67.27069317827034,179.06106282910412,12.987821051200898,1.1499671733191659,2.76
62,67.27036867358729,179.08035656261998,13.000226443807994,1.1498268223878028,2.76
63,67.27136094879307,179.16328726913653,12.98855836796079,1.149963770164047,2.76
64,67.27039777071636,179.07014471342353,12.957463068377573,1.1499292188468166,2.76
65,67.27073141596951,179.16328726913653,13.02433606335369,1.1499117176869962,2.76
66,67.27086140445665,179.16328726913653,12.92623198134963,1.1498310892901917,2.76
67,67.27062838061828,179.0029253726203,12.926945547363108,1.1498232618853783,2.76
68,67.270577527217,179.06962678132376,13.015769577478972,1.1499983384126706,2.76
69,67.27076108319807,178.99212954048087,13.015241540082837,1.149824030166148,2.76
70,67.27074905169302,179.09491251851196,12.948542836605498,1.1498317233227318,2.76
71,67.27150322188109,179.04271818362452,13.014207095521089,1.1499702263927547,2.76
72,67.27062128778428,179.14337691266928,12.958938716392886,1.1498232618853783,2.76
73,67.27047331560023,179.1601947319095,12.98855836796079,1.1498232618853783,2.76
74,67.27029450355883,179.0161076685005,13.002311990273165,1.149943182933703,2.76
75,67.27105170480152,179.01603663695187,13.015115448721348,1.149956978088335,2.76
76,67.27128467055608,179.16328726913653,12.961076342494284,1.1498510869530416,2.76
77,67.27116366942832,179.16328726913653,12.94530942124814,1.1498715668136046,2.76
78,67.27002153890334,179.06640897838096,12.988499886071281,1.1498308649879718,2.76
79,67.27052479861892,179.1328641993727,12.98993876423286,1.1499370580433292,2.76
80,67.27057140048167,179.05383467345658,13.015551345025614,1.1498232618853783,2.76
81,67.27112002040903,179.058947760734,12.980332288423359,1.1498232618853783,2.76
82,67.27091009950954,179.16328726913653,13.010778170971788,1.1498232618853783,2.76
83,67.27008534807126,178.968485010081,18.534524227443345,1.1498232618853783,3.1
84,67.27008534807126,179.11105387212285,13.630348638644556,1.1498232618853783,2.8
85,67.27094340438035,179.052615014969,17.416758786208955,1.14986590346559,3.03
86,67.27016422506752,179.14472257884339,13.847908886286811,1.1498232618853783,2.81
87,67.27008534807126,178.968485010081,18.534524227443345,1.149870507664141,3.1
88,67.27013984113921,178.9986384556576,13.76925990563515,1.149843174107197,2.81
89,67.27008534807126,178.968485010081,18.534524227443345,1.1498402398917051,3.1
90,67.27012434134055,178.9793822916587,13.829349810343915,1.1498396216919107,2.81
91,67.27008534807126,178.9756812221957,13.983851618100783,1.1498662095726662,2.82
92,67.27012201622759,178.968485010081,17.155765443999247,1.1498232618853783,3.02
93,67.27012412171696,178.968485010081,16.895159883725988,1.1498665027297712,3.0
94,67.27017981241043,178.968485010081,18.298747192207337,1.1498239793654788,3.09
95,67.27020981839927,178.98829473981598,17.895942371689372,1.1498237877794208,3.06
96,67.27008534807126,178.98787967284207,18.534524227443345,1.1498633780837613,3.1
97,67.27008534807126,178.97206167461135,18.534524227443345,1.1498232618853783,3.1
98,67.27010328201224,178.968485010081,18.500896282018772,1.1498370408385183,3.1
99,67.27008607469571,178.968485010081,18.534524227443345,1.149823657600968,3.1
100,67.27008579052878,178.98680906610994,18.512984789475322,1.1498726458489235,3.1
101,67.2700862517689,178.9874029315969,18.524637351743692,1.1498694297439185,3.1
102,67.27008539377819,178.9687617450965,18.533264951655,1.1498434427971853,3.1
103,67.27008534807126,178.96977737163928,18.534524227443345,1.1498280560546066,3.1
104,67.270085395025,178.98455190950213,18.534524227443345,1.1498628538060889,3.1
105,67.27008537619204,178.98109362070863,18.534524227443345,1.1498412941958753,3.1
